treatment company,azimuth,md (ft),tvd (ft),date on production,operator,footage lateral length,well spacing,porpoise deviation,porpoise count,shale footage,acoustic impedance,log permeability,porosity,poisson ratio,water saturation,toc,vcl,p-velocity,s-velocity,youngs modulus,isip,breakdown pressure,pump rate,total number of stages,proppant volume,proppant fluid ratio,production
treatment company 5,-36.669998,13414,6725,1/1/2014,operator 24,6514,736.37634,3.55,9,0,35063.55,0.26,0.01,0.33,0.85,4.68,0.61,13255.15,6964.58,30.96,3957,8689,80,19,6787756,1.25,1524.127515
treatment company 16,-23.709999,13053,6977,7/1/2012,operator 14,5165,784.16071,14.88,12,5993,34802.6,0.85,0.03,0.27,,4.9,0.49,11355.43,6772.95,28.45,5171,,80,16,6002764,0.96,2785.443051
treatment company 4,-29.389999,13760,5948,9/1/2016,operator 7,7151,1499.1049,4.66,18,5682,34382.23,0.27,,0.33,0.81,4.66,0.61,13171.29,7015.34,31.11,4254,5530,94,37,9615817,1.15,1118.594927
treatment company 3,-30.030001,11113,6386,4/1/2017,operator 1,4102,,1.32,8,6829,34553.62,0.65,,0.33,,5.14,0.4,13591.62,6954.28,30.84,4923,,96,20,,1.35,3138.094544
treatment company 4,-15.93,14043,7370,11/1/2017,operator 4,5107,1361.5865,20.19,10,4149,30342.14,0.67,0.04,0.32,0.81,5.14,0.5,12599.43,7258.6,32.03,5612,,100,26,,1.42,2523.379448
treatment company 4,-27.940001,13970,6274,1/1/2017,operator 7,7075,2840.824,2.92,18,7260,34731.66,0.42,0.01,0.33,0.88,4.74,0.45,13604.97,6962.41,30.84,4211,,98,38,9910574,1.2,751.2064778
treatment company 4,,12160,6168,4/1/2015,operator 1,5240,1163.309,10.91,9,5188,31601.62,0.85,0.04,0.2,0.73,4.64,0.52,12415.61,6800.31,26.47,4182,,100,11,,1.79,1767.588199
treatment company 3,-24.690001,17792,,11/1/2014,operator 5,10212,3513.7339,0.79,12,4726,34428.64,1.28,0.07,0.34,0.4,4.32,1.75,12210.64,6420.06,29.61,5589,,67,51,11517301,0.85,2419.454963
treatment company 4,-30.879999,13262,5822,5/1/2017,operator 1,7054,1181.0917,11.01,18,0,30838.84,0.18,0.02,0.33,0.82,4.64,0.67,13309.81,6919.51,30.8,,8283,99,27,13402860,1.63,1041.479286
treatment company 12,-31.09,24789,7825,11/1/2018,operator 4,16714,1983.983,37.79,7,0,34548.16,0.04,0.03,0.34,,4.65,0.82,13022.52,6882.69,30.77,5298,,94,79,36321672,1.38,4825.762603
treatment company 9,-32.189999,17130,9639,11/1/2018,operator 6,7592,1675.9877,465.58,1,0,34653.08,0.31,,0.33,0.8,4.69,0.61,13250.88,6972.71,30.98,5562,9235,78,29,17241196,1.9,2464.732811
treatment company 10,-60.580002,11449,5836,1/1/2014,operator 11,4285,1988.1708,58.24,3,0,34579.82,0.63,0.01,0.33,,4.93,0.45,13486.3,6960.06,30.88,4032,,70,21,10181794,1.16,508.1048603
treatment company 4,-51.459999,14011,6460,1/1/2014,operator 1,6686,2191.6067,15.18,9,4263,33768.2,1.19,,0.3,,4.89,0.44,12693.71,6759.95,28.52,5111,,97,24,11847912,1.28,3133.792915
treatment company 1,-28.17,15848,5375,8/1/2017,operator 2,9939,641.11615,74.86,3,3389,34601.01,0.61,0.01,0.33,,4.91,0.44,13481.45,6949.85,30.85,4217,,96,36,15722028,1.38,1775.037333
treatment company 10,-55.200001,16996,8091,10/1/2018,operator 4,8063,1303.9523,12.11,24,9494,34570.38,0.05,0.03,0.34,,4.63,0.77,13099.4,6902.51,30.82,5306,9171,97,42,18499152,1.37,3082.962662
treatment company 12,,14142,8602,1/1/2014,operator 9,5289,1519.696,4.46,3,2669,34610.73,0.93,0.05,0.29,0.63,4.53,0.53,11769.87,7075.6,31.83,6346,,92,19,7360203,1.17,1002.476357
treatment company 10,-21.16,11389,6211,1/1/2015,operator 11,3956,1624.7056,23.55,7,0,34675.16,0.5,0.02,0.33,0.8,4.83,0.56,13280.73,7014.03,31.04,4168,,70,19,9272219,1.19,477.8780121
treatment company 3,-24.690001,17469,6687,11/1/2015,operator 5,10517,664.62738,10.39,3,0,35192.75,1.17,0.04,0.34,,3.72,1.67,12508.95,6588.71,29.99,4517,,70,53,12468760,0.88,2285.808545
treatment company 1,-55.669998,13927,7887,1/1/2016,operator 8,5584,,53.09,17,0,30983.37,0.38,0.02,0.34,,4.47,0.39,13435.97,6854.93,30.6,,,86,20,7778966,0.9,2149.332989
treatment company 17,-32.110001,18026,7891,9/1/2018,operator 12,9556,1617.8931,69.26,5,8291,35185.98,0.57,0.01,0.33,,4.87,0.43,13465.54,6951.16,30.86,6067,7133,80,48,16043951,1.06,1956.943779
treatment company 12,-35.900002,17464,8517,3/1/2019,operator 25,8801,4582.2153,13.95,16,0,34604.57,0.5,0.02,0.33,,4.74,0.6,13270.21,7043.91,31.14,5900,8781,78,51,22577852,1.54,6593.484356
treatment company 4,-11.13,15550,7519,12/1/2018,operator 14,7781,1343.4285,4.69,23,17763,34557.48,0.75,0.02,0.27,,4.78,0.52,11235.05,6774.05,28.7,5519,,108,30,14541990,1.08,4303.940533
treatment company 9,-8.5,12134,7648,3/1/2019,operator 6,3999,2354.0215,7.14,7,3566,34639.91,0.52,0.01,0.34,,4.73,0.51,13400.65,6960.89,30.93,5836,,25,67,7523162,1.37,2702.632771
treatment company 10,-49.950001,16320,7833,8/1/2017,operator 4,8237,1356.6305,101.8,1,0,28042.73,0.16,0.03,0.34,,,0.56,13353.94,6845.13,30.58,5319,,98,40,17578782,1.62,3757.548752
treatment company 12,-64.620003,11109,5488,9/1/2018,operator 22,5371,3550.2051,11.02,5,960,34589.6,0.54,0.01,0.34,,4.77,0.42,13442.71,6930.59,30.81,4070,6045,99,26,,0.98,975.367286
treatment company 9,,12783,6146,1/1/2012,operator 17,5483,1000.2095,2.23,21,0,34812.56,0.59,0.05,0.25,,5.17,0.51,12748.54,6778.17,27.28,4776,,81,17,6297006,1.14,1079.893776
treatment company 1,,12483,8528,2/1/2012,operator 9,3524,,6.2,8,6331,35216.9,0.92,0.05,0.29,0.73,4.39,0.49,11736.28,7074.5,31.78,6228,,89,15,4781661,0.99,1135.969251
treatment company 1,-27.35,12645,6779,8/1/2014,operator 13,5182,2411.0374,7.57,9,0,30602.85,0.56,,0.33,,5.01,0.42,13608.12,6957.17,30.84,4453,,69,18,10277719,1.15,921.1654461
treatment company 1,0.73000002,16235,8355,5/1/2017,operator 11,6657,1048.8322,2.64,15,6772,33934.45,0.84,,0.32,,5.66,0.75,12547.66,7090.79,32.4,5517,,66,33,,1.52,1286.359809
treatment company 9,-16.370001,15586,6437,5/1/2018,operator 5,8765,4710.5996,10.01,33,2461,34761.52,0.62,0.01,0.33,0.81,4.8,0.37,13485.15,6917.72,30.77,3786,,75,44,716646,0.04,2127.471955
treatment company 18,-71.339996,10206,7789,7/1/2011,operator 8,2021,5085.5269,4.75,8,2590,35161.22,0.13,0.03,0.34,0.87,4.45,0.62,13316.86,6845.18,30.59,5410,9356,80,14,2910492,0.58,602.4660488
treatment company 10,-66.830002,9825,6142,7/1/2012,operator 11,3161,2736.9531,9.33,13,6081,32759.22,0.62,0.01,0.33,,4.85,0.46,13479.49,6980.1,30.95,,,69,14,4241077,0.94,490.3238739
treatment company 1,-33.700001,14891,8184,12/1/2016,operator 2,6395,3739.238,11.67,6,0,28696.29,1.8,0.17,0.2,0.72,4.34,0.52,11659,7159.28,29.94,6306,,73,22,13105906,1.74,1590.507633
treatment company 2,-27.85,12220,5530,3/1/2016,operator 7,6361,1588.234,0.19,27,9397,33106.03,0.44,,0.3,,4.68,0.59,13206.37,7037.54,31.15,3777,,97,32,8099535,1.07,714.6774004
treatment company 10,-12.27,13884,6245,1/1/2012,operator 25,7476,,20.36,4,1484,34714.74,0.26,0.02,0.34,0.86,4.68,0.61,13247.61,6954.64,30.93,3737,,90,16,9466621,1.22,2214.885493
treatment company 1,-31.940001,13749,7991,1/1/2011,operator 20,5405,1002.5051,37.5,5,0,34736.92,0.95,0.06,0.3,0.89,6.05,0.41,11849.13,7041.91,31.72,5662,,78,14,4859500,1.28,1323.536531
treatment company 11,-11.8,12043,7289,9/1/2015,operator 14,4409,,54.12,5,2313,35110.83,1.11,0.03,0.3,0.69,4.56,0.45,11931.63,6764.08,28.89,5345,,80,24,9131972,1.04,4451.579319
treatment company 10,-63.009998,9852,6474,7/1/2012,operator 11,2588,,7.56,14,0,35185.86,0.36,0.02,0.33,,4.81,0.55,13285.61,7138.1,31.32,3723,5836,70,9,2724736,1,285.5748873
treatment company 1,-40.700001,20746,6079,4/1/2018,operator 11,13828,1498.5756,176.63,1,0,34733.24,0.59,,0.34,,5.06,0.45,13491.08,6981.19,30.93,4047,,89,70,34838792,1.1,2963.105807
treatment company 7,6.6199999,13487,8725,7/1/2014,operator 11,3708,1339.4045,0.17,18,6578,34845.05,0.38,,0.25,,4.57,0.59,11834.57,7095.95,31.01,5951,,70,20,2283359,0.86,2313.634337
treatment company 3,-19.879999,18198,7239,12/1/2014,operator 5,10802,,17.95,4,0,35273.5,1.26,0.06,0.34,0.39,4.36,1.67,12277.22,6434.2,29.62,5352,,72,54,12334750,0.82,2761.444065
treatment company 12,-57.029999,10750,5693,8/1/2015,operator 22,4757,3661.9871,1.7,8,4692,33425.71,0.63,0.02,0.33,,5.15,0.4,13588.36,6953.62,30.83,4547,5476,92,31,,1.11,779.6934771
treatment company 5,-38.599998,12065,6410,5/1/2017,operator 11,5249,758.32153,202.07,1,0,30410.21,0.31,,0.33,0.86,4.69,0.59,13269.06,6960.49,30.94,4204,6749,69,26,5700058,0.87,1076.378568
treatment company 4,-38.830002,11043,6684,1/1/2014,operator 1,4122,3144.865,91.25,2,0,34823.06,0.47,,0.34,,4.65,0.58,13177.63,7045.44,31.18,4721,,98,17,8432250,1.32,1542.269249
treatment company 4,-38.360001,22807,6995,8/1/2018,operator 14,14128,902.672,7.8,24,9872,32892.64,0.87,0.02,0.28,,4.63,0.49,11347.52,6771.6,28.73,5803,,101,79,35886388,1.09,7909.584263
treatment company 3,-29.370001,15253,6506,6/1/2015,operator 5,8491,5225.0894,10.19,11,0,35135.24,1.39,0.06,0.34,,,2.03,12195.96,6447.25,29.71,4891,5869,63,42,7915510,0.68,1469.704099
treatment company 4,-30.469999,13432,6763,9/1/2016,operator 14,6556,2396.3027,8.43,9,0,30890.67,0.76,0.05,0.26,0.79,5.13,0.5,12185.66,6775.06,27.67,4441,,83,35,11803257,0.92,5451.207392
treatment company 11,-52.16,10345,7285,6/1/2015,operator 14,2601,2146.3386,428.4,1,0,34746.05,0.84,0.01,0.28,,4.18,0.5,11378.67,6771,28.98,5540,,81,16,6086748,1.07,1510.448583
treatment company 4,-13.79,11410,7789,10/1/2015,operator 4,2959,1849.1641,2.2,16,4741,28440.9,0.14,0.02,0.34,0.89,4.66,0.72,13084.93,6961.8,31.01,5053,,100,20,5024220,0.98,1111.130826
treatment company 10,-59.43,13813,7752,9/1/2018,operator 4,5811,3712.647,53.63,4,0,30597.85,0.98,0.05,0.34,,4.61,0.03,13711.49,6818.98,30.48,5944,,100,29,12717979,1.41,1658.544047
treatment company 12,-20.889999,13628,7999,10/1/2017,operator 4,5379,3296.3186,15.26,14,5765,28461.63,0.06,0.03,0.34,,4.71,0.85,12952.48,6900.26,30.87,,9078,99,29,12600812,1.45,1514.538806
treatment company 5,-28.280001,12016,5966,7/1/2014,operator 1,5230,3002.6626,1.05,16,0,31432.92,0.89,,0.2,0.73,4.63,0.54,12287.06,6800.81,26.47,4112,6076,100,14,8359436,1.43,2033.049394
treatment company 1,-49.240002,13190,,1/1/2012,operator 20,4970,938.16425,19.02,11,5958,34590.42,0.92,0.06,0.3,,6.47,0.33,12475.17,7031.75,,5899,7191,101,12,4316838,1.42,768.0857073
treatment company 19,-43.82,17275,8220,1/1/2014,operator 20,8488,3972.731,0.18,5,0,34735.75,0.45,0.02,0.34,0.8,4.66,0.59,13193.31,7041.48,31.17,5212,,91,20,7615261,1.56,1953.965546
treatment company 10,-14.65,11248,7746,8/1/2017,operator 4,3252,3329.0073,6.52,11,6348,33405.79,0.5,0.01,0.34,0.87,4.69,0.39,13451.21,6904.38,30.74,5383,,64,45,5487165,0.92,2091.469162
treatment company 20,-10.12,14089,8170,1/1/2013,operator 1,5256,2818.7024,10.87,3,1950,35207.9,0.3,0.02,0.33,0.86,4.69,0.61,13239.1,6972.68,30.98,4445,,80,14,5057471,0.84,1220.962747
treatment company 3,-41.34,14812,7292,3/1/2019,operator 8,7014,,8,12,5139,34734.8,0.31,0.01,0.33,0.87,4.69,0.59,13263.63,6963.04,30.94,5400,8643,83,35,16873850,1.44,2568.174399
treatment company 5,-47.43,17611,7206,1/1/2016,operator 8,10206,,408.01,1,4827,34725.06,0.51,,0.33,,4.79,0.57,13337.93,7014.42,31.05,,,86,51,14825136,1.04,2164.30108
treatment company 12,-60.639999,14583,,5/1/2018,operator 4,6399,3249.7122,33.61,1,2776,32733.81,0.51,0.03,0.33,,4.67,0.52,12836.99,7135.52,31.58,4524,,98,33,14581083,1.43,2390.886612
treatment company 12,-13.66,15680,7287,4/1/2015,operator 8,8111,2822.9573,0.63,9,6315,33756.75,0.44,0.02,0.35,1,4.25,0.46,12593.32,7362.41,32.99,5636,,90,48,12000033,1.08,1157.210249
treatment company 1,-36.860001,11463,7142,1/1/2012,operator 4,3405,1502.793,4.55,13,0,29728.79,1.35,0.02,0.21,,5.1,0.59,12933.33,7029.52,29.27,5510,6590,100,11,5968323,1.3,827.2269082
treatment company 9,-25.99,15265,8067,7/1/2014,operator 17,6871,,72.27,11,8768,31973.39,0.09,0.02,0.25,,1.63,0.63,11162.8,6787.7,28.71,5830,7313,80,26,8749521,1.08,1260.701634
treatment company 2,-42.540001,13262,7315,1/1/2013,operator 20,5956,,11.27,4,543,28885.25,0.45,0.02,0.34,,4.67,0.59,13195.17,7037.21,31.15,4510,,92,11,4054853,1.18,788.2344192
treatment company 2,-36.98,15571,8728,7/1/2011,operator 20,6652,2201.3359,33.09,8,5924,34521.96,0.9,0.05,0.29,0.5,4.14,0.59,11775.92,7085.27,31.78,6132,,77,15,5298280,1.25,1928.363679
treatment company 5,-60.790001,11980,7638,7/1/2012,operator 8,3814,2975.199,0.61,9,4121,35137.85,0.56,0.01,0.34,0.86,4.77,0.41,13454.66,6928.02,30.81,5723,,68,12,1597680,0.41,637.1374945
treatment company 1,-53.23,14429,6675,5/1/2017,operator 13,7504,751.45831,17.75,6,0,33788.14,0.43,0.01,0.33,0.88,4.8,0.47,13597.75,6967.44,30.86,4536,,93,35,20687016,1.14,1449.833735
treatment company 12,-44.919998,13971,7997,4/1/2015,operator 27,5620,2556.1736,4.98,7,2311,34735.75,0.31,,0.33,0.89,4.68,0.62,13456.54,6916.17,30.79,5820,,86,18,14230171,1.44,1828.47005
treatment company 12,-35.41,15200,7258,8/1/2017,operator 8,7391,791.14294,2.29,10,0,28097.4,0.64,0.01,0.33,0.85,4.95,0.45,13488.08,6963.24,30.89,4854,,96,37,18546620,1.22,3513.421627
treatment company 5,-53.040001,12697,7457,7/1/2014,operator 1,4990,1252.728,187.68,3,2282,35230.46,1.14,0.03,0.31,0.71,3.91,0.48,12277.65,6760.19,29.52,5051,,100,12,5986507,1.35,1464.560798
treatment company 4,-45.099998,17845,7038,7/1/2018,operator 14,10557,1735.6428,12.32,4,3983,34290.24,1.1,0.03,0.29,,4.62,0.45,11911.21,6764.54,28.81,5415,,104,46,23051300,1.16,7269.339425
treatment company 12,-14.43,18273,8920,11/1/2018,operator 25,9103,3077.646,23.27,3,4461,35272.39,0.48,0.03,0.34,0.8,4.64,0.57,13158.92,7055.89,31.21,4684,,89,45,19918350,1.58,3502.676733
treatment company 12,-35.119999,24960,7873,9/1/2018,operator 4,16837,,9.05,9,0,34770.3,0.16,0.04,0.34,,4.44,0.7,13228.48,6831.6,30.56,4917,9358,80,93,37454076,1.35,3332.98987
treatment company 3,,12613,6395,12/1/2016,operator 1,5833,2797.4224,10.56,9,6075,34404.43,1.09,0.05,0.28,0.7,5.02,0.44,12411.92,6765.6,28.12,,,93,28,11107880,1.21,3970.884139
treatment company 8,-32.419998,12980,6334,5/1/2013,operator 1,6503,,0.72,4,2450,35185.42,0.18,0.01,0.33,,4.87,0.52,13500.53,7043.04,31.04,4672,,76,20,7553380,1.59,717.5028862
treatment company 10,-26.49,9570,6102,7/1/2012,operator 11,2768,,0.46,11,2628,35313.77,0.48,0.02,0.33,,4.65,0.58,13166.54,7031.03,31.14,3751,5735,69,13,2492541,0.83,211.8345344
treatment company 4,-35.59,12130,7756,8/1/2018,operator 14,4124,616.52985,3.35,28,13120,34599.59,0.13,0.02,0.25,0.95,3.38,0.62,11099.22,6785.92,28.38,5398,,104,22,11072692,1.14,2541.509207
treatment company 2,-20.34,12464,7974,7/1/2014,operator 7,4098,2645.5728,7.78,15,8296,35143.87,1.64,0.13,0.2,0.66,4.79,0.62,11913.03,7147.45,29.87,6221,7287,93,14,,1.13,543.2763957
treatment company 3,-42.880001,17565,6440,3/1/2018,operator 1,11024,1049.6448,10.4,4,3135,34098.48,0.29,0.02,0.33,,4.69,0.6,13239.05,6971.01,30.97,4936,,90,56,21083650,1.48,5410.382164
treatment company 12,-29.299999,13843,7935,1/1/2012,operator 17,5710,3444.1311,4.96,10,5937,35337.23,0,0.02,0.24,,2.06,0.64,11186.02,6792.69,28.47,5762,,80,23,11156443,1.25,5694.299028
treatment company 1,-32.369999,11875,5658,1/1/2012,operator 1,5659,3401.5186,2.98,10,0,34779.81,0.05,0.02,0.34,0.88,4.66,0.67,13160.78,6912.23,30.8,4295,,85,22,7078600,1.37,799.576917
treatment company 21,-40.66,13600,7894,4/1/2015,operator 25,5456,4949.8237,7.99,10,4514,35190.53,0.56,0.01,0.33,0.81,4.75,0.4,13457.7,6923.45,30.79,4684,,87,22,15157890,2.24,3633.961109
treatment company 7,-36.639999,13288,8965,7/1/2013,operator 11,3700,1783.3901,5.03,9,5986,33430.98,0.15,0.02,0.26,,4.6,0.75,11850.01,7096.72,31.25,6747,,69,20,2287340,1.11,1454.146041
treatment company 22,-43.650002,14075,7351,1/1/2013,operator 4,5770,4923.5161,9.38,22,7531,33154.5,0.46,0.03,0.33,,4.62,0.55,12944.14,7094.67,31.42,4725,,70,30,,0.46,2645.711383
treatment company 1,-15.12,15425,5839,4/1/2018,operator 1,8745,2569.5117,567.7,1,3772,31380.2,0.49,0.02,0.33,,4.66,0.59,13170.5,7029.04,31.13,4291,,96,33,15908520,1.55,1317.218908
treatment company 12,-32.830002,11127,8492,7/1/2013,operator 9,2308,1511.1604,3.11,6,4867,34726.14,0.89,0.05,0.28,,,0.48,11644.48,7066.51,31.62,6164,,92,10,3799250,1.38,315.8578354
treatment company 2,-1.97,15935,8656,7/1/2014,operator 20,6658,4915.0024,5.52,14,7697,34632.41,0.3,0.03,0.25,,,0.62,11862.4,7100.33,31.02,6196,7260,88,15,,1.59,1448.358716
treatment company 9,-51.830002,16964,7775,6/1/2018,operator 11,7894,4650.8462,52.63,7,1864,34714.74,0.6,0.04,0.33,,4.86,0.58,12629.66,7216.68,31.97,5259,,70,39,7824845,0.89,3356.775143
treatment company 8,-56.66,13167,8591,6/1/2015,operator 28,3702,992.12567,16,12,3625,34610.82,0.52,,0.34,0.85,4.44,0.27,13487.18,6854.06,,7455,9472,77,12,5881421,1.12,279.8019032
treatment company 8,-59.66,13027,8044,7/1/2014,operator 26,4442,3588.4573,46.46,9,9899,34400.76,0.24,0.03,0.33,,5.07,0.92,12993.86,6940.65,31.4,5499,,87,18,2427318,0.85,1085.913586
treatment company 1,-31.68,10749,5800,1/1/2013,operator 1,4507,737.03033,0.69,6,9712,32881.52,0.42,0.02,0.34,,4.72,0.59,13272.11,7014.89,31.07,3755,,95,14,4418866,1.23,405.6472
treatment company 23,-46.360001,10824,6731,12/1/2014,operator 4,3586,,1.1,9,5245,35169.83,0.18,0.02,0.24,,4.49,0.57,13358.84,6857.38,30.62,5050,,95,25,5810753,0.84,836.5984835
treatment company 8,-50.389999,12194,7265,5/1/2013,operator 4,4480,,18.32,18,12719,33765.82,0.84,0.04,0.34,0.5,3.8,1.28,12802.55,6600.02,29.97,4780,,76,17,,0.75,1294.091176
treatment company 4,-24.780001,11664,6730,2/1/2017,operator 14,4381,2219.9202,0.42,15,6279,34752.38,1.02,0.04,0.28,,5,0.45,11924.49,6768.91,28.21,5148,,110,22,11008611,1.19,4057.135127
treatment company 12,-52.330002,13228,6294,9/1/2017,operator 22,6684,2133.1355,3.6,7,0,30623.12,0.44,0.02,0.33,,4.68,0.59,13206.37,7037.54,31.15,4451,,97,31,16277466,1.22,1703.822367
treatment company 10,-38.77,12930,7094,3/1/2012,operator 6,5618,2925.5801,5.24,4,2131,34742.11,0.14,0.02,0.23,,4.87,0.5,11673.67,6788.26,27.58,5041,9493,67,10,6040910,1.22,1910.528491
treatment company 16,-54,14211,7913,10/1/2015,operator 4,6048,2909.9421,562.71,1,8636,33685.38,0.19,0.02,0.34,,4.66,0.64,13235.58,6938.23,30.89,5248,9064,100,37,,1,2078.790951
treatment company 12,-36.720001,11247,7546,1/1/2012,operator 7,3226,2149.1768,7.24,6,1010,30561.77,1.65,0.14,0.2,,5.2,0.86,11951.84,7139.41,29.59,5520,,80,14,3982340,1.06,734.9410991
treatment company 1,-58.93,16356,7417,12/1/2014,operator 18,8200,2605.4822,12.85,13,8282,32716.89,0.99,0.07,0.35,0.61,5.18,0.8,11844.67,6374.62,29.36,5335,,80,56,,0.86,1347.502912
treatment company 12,-62.369999,12336,8013,4/1/2015,operator 27,3630,942.04279,0.89,3,1075,35216.9,0.18,0.02,0.34,,4.64,0.67,13309.81,6919.51,30.8,6167,,90,12,7037949,1.07,1172.259745
treatment company 5,-38.450001,12875,7478,1/1/2013,operator 18,4825,669.47076,227.76,1,3954,34960.82,0.47,0.02,0.33,0.8,4.64,0.57,13147.24,7056.87,31.22,5350,8952,76,12,1812294,0.41,573.5786895
treatment company 12,-47.580002,11931,6657,11/1/2018,operator 29,5013,912.24866,6.99,23,0,35165.63,0.64,0,0.32,0.98,4.81,0.52,12695.5,7475.46,32.71,5231,,100,28,10843506,1.04,904.8268466
treatment company 1,-23.469999,16122,7976,1/1/2013,operator 20,7363,2991.5288,27.3,6,2055,28834.63,0.31,0.02,0.33,,4.67,0.62,13196.83,6994.84,,4976,7601,86,10,,1.56,1402.398846
treatment company 4,9.8400002,12481,7470,1/1/2016,operator 4,3845,4996.5981,5.4,8,0,34663.15,1.22,,0.35,,5.06,0.93,12104.09,6417.09,29.43,6096,,98,25,6275340,0.95,562.3918917
treatment company 4,-23.950001,13040,6457,3/1/2015,operator 1,5628,1248.3748,8.13,5,5032,29426.64,0.77,0.03,0.21,0.73,4.65,0.49,12696.02,6799.25,26.46,4251,,96,15,,1.57,2075.766949
treatment company 1,-32.029999,21254,5685,7/1/2017,operator 11,14712,1020.99,62.97,2,4676,32897.83,0.29,0.02,0.33,0.83,4.68,0.62,13216.42,6986.63,31.03,4107,,83,77,35251304,1.08,1758.291183
treatment company 1,-42.240002,13746,7981,1/1/2011,operator 20,5375,2014.147,0.09,8,0,34617.18,0.31,0.01,0.33,,4.69,0.59,13269.06,6960.49,30.94,5800,,80,14,,1.27,1331.595246
treatment company 5,-34.380001,13680,6748,8/1/2013,operator 1,6489,886.84576,7.66,8,6634,33460.67,1.08,,0.29,0.7,4.96,0.44,12140.95,6766.02,28.3,4933,,98,20,,1.19,1880.936493
treatment company 4,-44.52,12895,6413,7/1/2014,operator 1,6335,2265.0242,12.75,13,7319,35109.27,0.5,0.02,0.33,0.85,4.83,0.56,13280.73,7014.03,31.04,5084,6651,100,20,9820553,1.32,1128.294646
treatment company 3,-16.139999,19419,6394,7/1/2016,operator 5,12409,895.27795,13.44,16,2382,34589.38,0.46,,0.33,,4.67,0.59,13207.6,7038.37,31.16,4337,,69,60,20216956,0.94,2414.029859
treatment company 8,,12588,6578,7/1/2012,operator 4,5185,3302.967,6.1,18,0,34754.98,0.3,0.02,0.33,0.86,4.66,0.61,13178.24,7013.4,31.11,4706,,83,16,6561532,1.12,545.2123628
treatment company 8,,12083,6628,1/1/2016,operator 26,4410,998.45557,378.93,1,0,30923.59,0.16,0.02,0.34,0.8,4.51,0.54,13356.46,6862.91,30.64,4953,,97,20,6592520,0.77,487.3042642
treatment company 8,-24.5,12460,6772,10/1/2014,operator 4,4997,935.26611,84.23,1,0,30602.81,0.54,0.02,0.34,0.49,3.91,0.71,12756.14,6694.28,30.2,4487,6187,81,20,7931021,1.09,529.0190926
treatment company 15,-61.299999,12378,5907,9/1/2015,operator 19,6060,2154.1702,11.99,15,4986,31388.86,0.06,0.02,0.33,0.81,4.61,0.73,13170.64,6895.76,30.78,4388,,83,26,9515041,0.88,690.7747681
treatment company 5,-10.57,13262,6087,2/1/2018,operator 11,6925,718.01642,18.48,14,5383,34531.66,0.47,0.02,0.33,,4.64,0.57,13160.76,7056.25,31.21,3922,4885,70,29,8710991,0.92,1139.134349
treatment company 5,-19.690001,16485,7672,5/1/2016,operator 11,7816,1806.0015,5.59,4,5032,30784.02,0.62,0.04,0.32,0.83,4.95,0.54,12625.67,7227.57,31.97,5385,,70,39,,0.81,3726.941739
treatment company 5,-34.939999,15286,7662,4/1/2016,operator 11,7423,3681.2639,8.92,3,0,31061.85,0.62,0.04,0.33,,4.93,0.53,12634.4,7223.72,31.95,5246,5703,70,37,,0.84,3139.622333
treatment company 16,11.92,14719,6110,7/1/2014,operator 14,7253,4034.4731,11.86,3,0,34603.7,0.47,0.03,0.25,0.84,5.16,0.49,12668.57,6780.53,27.26,4757,,80,40,15246000,1.05,4236.481159
treatment company 9,-5.6900001,16979,8782,3/1/2019,operator 6,7947,2072.6045,5.08,4,6132,32627.37,0.47,0.02,0.34,0.83,4.65,0.58,13177.63,7045.44,31.18,5445,,78,32,22200672,1.85,5772.391307
treatment company 6,-21.299999,15214,7217,2/1/2015,operator 5,7819,673.23779,4.42,8,4443,34682.66,1.23,0.06,0.34,0.45,4.02,1.81,12395.72,6486.56,29.75,5101,,64,39,9376300,0.9,2445.046944
treatment company 8,-37.049999,11565,7906,4/1/2015,operator 26,3372,2613.0603,7.47,16,7375,33126.6,1.08,0.05,0.32,0.65,5.49,0.83,12691.94,7365.82,32.75,6460,,47,30,2750448,0.67,342.419261
treatment company 12,-18.959999,13836,7681,3/1/2018,operator 25,5442,979.0495,14.18,6,3570,30755.07,1.47,0.03,0.24,0.92,4.08,0.42,12244.14,6836.45,28.15,4896,,90,28,12343800,1.32,1608.426859
